,0,1,2,3
16,09987e6e749a6a9ea923f63e501eef6f.jpeg,"[95, 98, 371, 379]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
17,09987e6e749a6a9ea923f63e501eef6f.jpeg,"[172, 185, 198, 179]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
18,18838_2018_04_14_13_26_06_178490.jpg,"[241, 182, 71, 76]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
19,18838_2018_04_14_13_26_06_178490.jpg,"[482, 238, 72, 74]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
20,18838_2018_04_14_13_26_06_178490.jpg,"[409, 293, 100, 138]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
21,44fbd16c59f74fbdd6ccc29a4eb51645.jpeg,"[153, 142, 448, 459]",d5eeb639b18761a2ce96b7037585d895_lab,frites
22,295566_2018_04_20_11_23_24_181342.jpg,"[132, 112, 150, 188]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
23,d66dce768641cd843b70f5103fb92d87.jpeg,"[97, 90, 283, 246]",d5eeb639b18761a2ce96b7037585d895_lab,frites
24,d66dce768641cd843b70f5103fb92d87.jpeg,"[299, 170, 171, 179]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
25,6c49f6e126ddff6a7807a05e238d2f85.jpeg,"[83, 148, 456, 184]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
26,25f784e638ab19f5f2ae0b96b50ae11e.jpeg,"[140, 62, 461, 444]",d5eeb639b18761a2ce96b7037585d895_lab,frites
27,40851f305f41e0618f6ec0e9e243763d.jpeg,"[17, 14, 509, 585]",d5eeb639b18761a2ce96b7037585d895_lab,frites
28,6d8c8a001a2f7c3ecc20afe35993b072.jpeg,"[255, 372, 186, 229]",d5eeb639b18761a2ce96b7037585d895_lab,frites
29,259641_2018_04_16_18_40_02_360389.jpg,"[0, 0, 575, 292]",d5eeb639b18761a2ce96b7037585d895_lab,frites
30,bb407b8418dccb1929319fbe5fb61278.jpeg,"[28, 40, 412, 392]",d5eeb639b18761a2ce96b7037585d895_lab,frites
31,6c63320018e8c66f4399b391a98277cb.jpeg,"[13, 381, 268, 160]",d5eeb639b18761a2ce96b7037585d895_lab,frites
32,282945_2018_04_14_11_50_16_476035.jpg,"[0, 34, 601, 567]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
33,52493b052f30cc4f2bd2cb0ba31a56a8.jpeg,"[0, 258, 358, 277]",d5eeb639b18761a2ce96b7037585d895_lab,frites
34,6cd461e71d2f107536c981f89f5b6295.jpeg,"[354, 192, 220, 380]",d5eeb639b18761a2ce96b7037585d895_lab,frites
35,19977_2017_01_29_13_02_48.jpg,"[268, 198, 313, 301]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
36,16007_2017_01_29_13_45_48.jpg,"[91, 264, 442, 288]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
37,19330_2017_01_28_18_28_24.jpg,"[256, 241, 280, 285]",d5eeb639b18761a2ce96b7037585d895_lab,frites
38,207371_2018_04_25_10_40_17_882367.jpg,"[75, 286, 234, 211]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
39,169058_2018_04_29_10_37_46_237884.jpg,"[315, 77, 199, 340]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
40,21704_2017_01_28_14_59_44.jpg,"[268, 83, 301, 206]",d5eeb639b18761a2ce96b7037585d895_lab,frites
41,20852_2017_01_29_20_37_30.jpg,"[0, 30, 206, 278]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
42,20508_2017_01_29_19_27_49.jpg,"[135, 285, 273, 265]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
43,20597_2017_01_30_12_47_42.jpg,"[110, 182, 354, 355]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
44,21750_2017_01_30_12_30_24.jpg,"[268, 197, 129, 86]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
45,277019_2018_05_05_12_01_29_378651.jpg,"[422, 229, 105, 88]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
46,20766_2017_01_27_20_18_40.jpg,"[157, 43, 211, 249]",d5eeb639b18761a2ce96b7037585d895_lab,frites
47,121672_2018_04_28_15_57_08_841806.jpg,"[266, 70, 95, 85]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
48,121672_2018_04_28_15_57_08_841806.jpg,"[310, 151, 79, 64]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
49,121672_2018_04_28_15_57_08_841806.jpg,"[344, 202, 74, 78]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
50,121672_2018_04_28_15_57_08_841806.jpg,"[415, 174, 82, 79]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
51,121672_2018_04_28_15_57_08_841806.jpg,"[366, 111, 86, 79]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
52,121672_2018_04_28_15_57_08_841806.jpg,"[48, 251, 476, 213]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
53,18206_2017_01_28_12_59_08.jpg,"[299, 369, 72, 127]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
54,21010_2017_01_30_12_35_37.jpg,"[57, 52, 432, 476]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
55,348653_2018_05_08_11_45_24_396671.jpg,"[37, 116, 267, 246]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
56,22290_2017_01_30_12_30_55.jpg,"[228, 93, 183, 377]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
57,22375_2017_01_30_21_09_08.jpg,"[147, 211, 52, 63]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
58,132610_2018_04_25_11_13_43_115194.jpg,"[0, 159, 317, 442]",d5eeb639b18761a2ce96b7037585d895_lab,frites
59,132610_2018_04_25_11_13_43_115194.jpg,"[15, 75, 78, 133]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
60,20297_2017_01_27_21_14_23.jpg,"[198, 212, 164, 225]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
61,20202_2017_01_27_14_55_46.jpg,"[0, 110, 505, 491]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
62,394296_2018_05_24_10_23_00_088001.jpg,"[422, 0, 179, 124]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
63,12592_2017_02_14_12_15_39.jpg,"[23, 156, 320, 403]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
64,16330_2017_01_31_13_31_54.jpg,"[140, 254, 99, 112]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
65,16330_2017_01_31_13_31_54.jpg,"[359, 229, 91, 154]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
66,371069_2018_05_24_18_37_57_844859.jpg,"[26, 20, 570, 295]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
67,17308_2017_02_01_12_32_37.jpg,"[86, 95, 259, 260]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
68,20815_2017_01_31_19_43_49.jpg,"[35, 188, 274, 361]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
69,21131_2017_01_31_13_26_56.jpg,"[144, 319, 102, 55]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
70,23779_2017_02_08_12_26_17.jpg,"[175, 328, 83, 161]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
71,22052_2017_01_31_22_16_38.jpg,"[56, 251, 187, 254]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
72,15731_2017_02_14_07_01_45.jpg,"[56, 367, 330, 234]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
73,15731_2017_02_14_07_01_45.jpg,"[451, 296, 107, 170]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
74,22593_2017_02_03_12_23_15.jpg,"[283, 133, 224, 289]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
75,23918_2017_02_09_13_24_18.jpg,"[113, 107, 264, 158]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
76,4997_2016_08_09_11_52_39.jpg,"[0, 260, 206, 240]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
77,13241_2016_11_28_20_03_08.jpg,"[124, 93, 304, 206]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
78,31034_2017_04_10_20_34_04.jpg,"[60, 164, 484, 349]",d5eeb639b18761a2ce96b7037585d895_lab,frites
79,17273_2017_01_14_12_56_32.jpg,"[130, 143, 205, 222]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
80,17273_2017_01_14_12_56_32.jpg,"[105, 395, 181, 119]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
81,18103_2017_02_06_12_39_44.jpg,"[225, 186, 277, 291]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
82,23246_2017_02_04_19_51_32.jpg,"[35, 121, 530, 385]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
83,23533_2017_02_05_19_53_45.jpg,"[47, 138, 411, 274]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
84,39297_2017_04_25_22_01_29.jpg,"[213, 174, 165, 345]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
85,26238_2017_03_10_13_02_23.jpg,"[86, 113, 397, 324]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
86,7ca206523b90f6fb4a69f214960500b3.jpeg,"[212, 344, 149, 192]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
87,7ca206523b90f6fb4a69f214960500b3.jpeg,"[337, 309, 256, 228]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
88,bab290bb11fb378aa1a7ae7e3c2b3ec6.jpeg,"[0, 72, 541, 414]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
89,29328_2017_03_20_12_25_23.jpg,"[177, 126, 424, 475]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
90,29211_2017_03_19_20_52_58.jpg,"[328, 468, 60, 82]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
91,94cc024390b9cbe1ec9bf6a17047ee1e.jpeg,"[18, 58, 520, 514]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
92,16835_2017_02_19_12_36_16.jpg,"[289, 131, 207, 212]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
93,1ac746a82920b0be8544c3bf6254e7a8.jpeg,"[216, 226, 385, 319]",d5eeb639b18761a2ce96b7037585d895_lab,frites
94,7a98e1f6f3e03907cceb656bd4ef5deb.jpeg,"[189, 95, 400, 453]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
95,e04426d866a4d5b438e49cfe701397af.jpeg,"[347, 160, 228, 193]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
96,25168_2017_02_27_11_57_07.jpg,"[267, 174, 293, 253]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
97,56100bdb6d7228ab02bcda19ed037974.jpeg,"[257, 219, 344, 374]",d5eeb639b18761a2ce96b7037585d895_lab,frites
98,28427_2017_03_12_12_51_09.jpg,"[117, 74, 484, 486]",d5eeb639b18761a2ce96b7037585d895_lab,frites
99,e796acccd33556b3a7173ec367fc3609.jpeg,"[299, 370, 101, 106]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
100,dcce1eab845676b21ec8a5d2c2735344.jpeg,"[24, 75, 572, 456]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
101,18932_2017_04_25_20_27_39.jpg,"[82, 467, 178, 101]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
102,30018_2017_03_24_19_03_19.jpg,"[289, 201, 116, 122]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
103,89defdbb3d5bc7dd7e1c09abd5b966aa.jpeg,"[171, 30, 310, 193]",d5eeb639b18761a2ce96b7037585d895_lab,frites
104,27693_2017_03_19_11_37_23.jpg,"[204, 185, 92, 88]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
105,1d15c36c227b862d6e482bef7500f517.jpeg,"[81, 155, 116, 172]",d5eeb639b18761a2ce96b7037585d895_lab,frites
106,e932aca4dc8621d41104991fd67d45b5.jpeg,"[0, 153, 351, 407]",d5eeb639b18761a2ce96b7037585d895_lab,frites
107,e607ec2507d51a670c800fa6e06435c6.jpeg,"[49, 124, 275, 313]",d5eeb639b18761a2ce96b7037585d895_lab,frites
108,f367f1e6373e7d2c9c4c522ce7f21a89.jpeg,"[0, 151, 383, 316]",d5eeb639b18761a2ce96b7037585d895_lab,frites
109,57d479fec4c6bad27345f8c6fd7a4261.jpeg,"[15, 118, 400, 296]",d5eeb639b18761a2ce96b7037585d895_lab,frites
110,84bf6d0b365cddd26456986e4690c609.jpeg,"[83, 145, 403, 360]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
111,96cd2031df9a689313800918f0ae53f1.jpeg,"[17, 190, 460, 411]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
112,34086_2017_04_11_12_36_58.jpg,"[134, 318, 119, 118]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
113,34086_2017_04_11_12_36_58.jpg,"[158, 194, 235, 268]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
114,d1693de54dfbb5cfc163fbf0b1f73724.jpeg,"[68, 111, 243, 355]",d5eeb639b18761a2ce96b7037585d895_lab,frites
115,97862_2018_01_03_17_59_50_939780.jpg,"[73, 134, 451, 467]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
116,ff59d5ce2ac7126654e8c9c266a7a8a1.jpeg,"[144, 116, 356, 188]",d5eeb639b18761a2ce96b7037585d895_lab,frites
117,24326_2017_02_19_20_13_59.jpg,"[117, 203, 157, 126]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
118,24326_2017_02_19_20_13_59.jpg,"[113, 336, 134, 121]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
119,24326_2017_02_19_20_13_59.jpg,"[96, 154, 339, 343]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
120,1822250fe0902b752ea6adac66d1e095.jpeg,"[301, 41, 300, 273]",d5eeb639b18761a2ce96b7037585d895_lab,frites
121,285886_2018_04_20_10_26_56_533443.jpg,"[69, 111, 246, 347]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
122,348263_2018_05_28_18_26_52_617721.jpg,"[303, 143, 265, 353]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
123,18641_2017_02_07_22_38_48.jpg,"[165, 107, 100, 175]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
124,12091_2016_11_15_18_36_10.jpg,"[15, 79, 545, 322]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
125,23568_2017_02_08_14_07_35.jpg,"[141, 337, 143, 158]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
126,30d55169d348cfe845307b014424da4f.jpeg,"[312, 145, 132, 345]",d5eeb639b18761a2ce96b7037585d895_lab,frites
127,23306_2017_02_16_12_15_49.jpg,"[127, 58, 378, 265]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
128,6465a95a7a5a8461cfdb174b53498711.jpeg,"[113, 40, 308, 477]",d5eeb639b18761a2ce96b7037585d895_lab,frites
129,305813_2018_04_26_11_03_13_381525.jpg,"[311, 165, 288, 331]",d5eeb639b18761a2ce96b7037585d895_lab,frites
130,20443_2017_02_02_12_20_01.jpg,"[78, 73, 448, 378]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
131,10731_2017_01_13_12_09_11.jpg,"[267, 102, 281, 457]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
132,14578_2017_01_31_20_17_07.jpg,"[144, 245, 334, 280]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
133,28584_2017_03_12_16_59_41.jpg,"[344, 246, 257, 355]",d5eeb639b18761a2ce96b7037585d895_lab,frites
134,366080_2018_05_09_09_50_01_416936.jpg,"[0, 81, 601, 403]",d5eeb639b18761a2ce96b7037585d895_lab,frites
135,949d18292c9cd5cf08d7050b07aec8c7.jpeg,"[107, 236, 402, 323]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
136,23076_2017_02_02_11_58_00.jpg,"[222, 0, 379, 534]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
137,e5d0718f64443e2e0e23063f4f10076d.jpeg,"[132, 68, 318, 450]",d5eeb639b18761a2ce96b7037585d895_lab,frites
138,19529_2017_01_27_12_35_41.jpg,"[109, 70, 190, 190]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
139,19529_2017_01_27_12_35_41.jpg,"[218, 51, 333, 387]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
140,31522_2017_03_24_13_10_14.jpg,"[216, 221, 228, 153]",d5eeb639b18761a2ce96b7037585d895_lab,frites
141,31522_2017_03_24_13_10_14.jpg,"[302, 65, 95, 99]",d5eeb639b18761a2ce96b7037585d895_lab,frites
142,368032_2018_05_09_10_43_26_742346.jpg,"[135, 228, 162, 162]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
143,368032_2018_05_09_10_43_26_742346.jpg,"[104, 95, 125, 127]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
144,0ad778157a6ef00a43dd065353b219a9.jpeg,"[301, 143, 189, 201]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
145,75049_2018_05_03_10_36_43_037018.jpg,"[198, 23, 392, 465]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
146,fcf1fe7ac6d22cf193d4cac8d51a9009.jpeg,"[85, 203, 232, 320]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
147,c83e68c2f30fafce5d4eee7c3dc1d269.jpeg,"[139, 100, 177, 156]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
148,27456_2017_03_04_07_53_22.jpg,"[145, 230, 179, 371]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
149,291844_2018_04_30_11_50_01_303204.jpg,"[351, 49, 199, 197]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
150,291844_2018_04_30_11_50_01_303204.jpg,"[62, 246, 188, 270]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
151,21765_2017_02_06_14_42_45.jpg,"[71, 65, 511, 475]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
152,21919_2017_01_31_13_51_41.jpg,"[85, 215, 211, 256]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
153,c21da7ce099b6345c28bff75e0b147b5.jpeg,"[164, 60, 399, 513]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
154,24474_2017_02_15_00_38_48.jpg,"[0, 53, 325, 423]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
155,f72c391fb1e8c3942c3183df637531a9.jpeg,"[257, 110, 326, 399]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
156,21649_2017_01_28_14_05_37.jpg,"[129, 214, 472, 387]",d5eeb639b18761a2ce96b7037585d895_lab,frites
157,b09a3660e97a1379278831a8c876475b.jpeg,"[292, 154, 250, 302]",d5eeb639b18761a2ce96b7037585d895_lab,frites
158,284532_2018_04_19_20_04_29_229643.jpg,"[260, 49, 303, 433]",d5eeb639b18761a2ce96b7037585d895_lab,frites
159,23628_2017_02_06_18_24_39.jpg,"[58, 331, 194, 165]",d5eeb639b18761a2ce96b7037585d895_lab,frites
160,23628_2017_02_06_18_24_39.jpg,"[253, 344, 218, 143]",d5eeb639b18761a2ce96b7037585d895_lab,frites
161,35548_2017_04_16_12_49_15.jpg,"[70, 158, 313, 296]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
162,0f2c4da6b578b827e055019dec0fb070.jpeg,"[277, 285, 251, 274]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
163,130_2016_08_19_16_28_17.jpg,"[83, 379, 291, 207]",d5eeb639b18761a2ce96b7037585d895_lab,frites
164,296588_2018_04_26_12_12_06_662901.jpg,"[143, 334, 228, 267]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
165,6113a2e685ec8315ec296590bf55abab.jpeg,"[113, 63, 356, 305]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
166,19901_2017_01_27_21_34_34.jpg,"[30, 122, 302, 207]",d5eeb639b18761a2ce96b7037585d895_lab,frites
167,29480_2017_04_25_12_24_03.jpg,"[38, 135, 270, 381]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
168,10767_2016_09_29_10_03_32.jpg,"[0, 169, 315, 432]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
169,21984_2017_01_29_20_16_23.jpg,"[80, 44, 346, 331]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
170,23123_2017_02_06_11_45_49.jpg,"[169, 279, 408, 296]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
171,141440_2018_05_06_08_50_10_834599.jpg,"[46, 371, 220, 230]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
172,141440_2018_05_06_08_50_10_834599.jpg,"[223, 332, 192, 116]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
173,22311_2017_01_29_16_39_01.jpg,"[282, 440, 120, 136]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
174,22311_2017_01_29_16_39_01.jpg,"[364, 71, 179, 188]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
175,22311_2017_01_29_16_39_01.jpg,"[212, 101, 279, 353]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
176,22311_2017_01_29_16_39_01.jpg,"[364, 184, 237, 417]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
177,22204_2017_02_01_12_31_23.jpg,"[117, 157, 316, 241]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
178,57c5bb2cb4c6eb724237a2801ccd7700.jpeg,"[144, 213, 400, 210]",d5eeb639b18761a2ce96b7037585d895_lab,frites
179,22005_2017_01_29_18_47_59.jpg,"[303, 166, 210, 266]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
180,383448_2018_05_10_10_36_21_796371.jpg,"[0, 0, 431, 396]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
181,22204_2017_02_01_19_46_26.jpg,"[99, 175, 198, 314]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
182,22204_2017_02_01_19_46_26.jpg,"[290, 157, 204, 137]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
183,7b7bf27fa6f5311abb110bc0151608d0.jpeg,"[63, 101, 499, 426]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
184,135363_2018_05_24_18_39_56_917820.jpg,"[262, 292, 125, 127]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
185,82bb208f7828c1e126dc8f57706d416b.jpeg,"[98, 41, 503, 313]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
186,294623_2018_04_18_11_08_11_211834.jpg,"[257, 177, 259, 273]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
187,21943_2017_01_28_20_20_43.jpg,"[126, 209, 289, 285]",d5eeb639b18761a2ce96b7037585d895_lab,frites
188,27d6c9a8e362a3aaa68ceb91750f2fa8.jpeg,"[163, 252, 83, 79]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
189,22957_2017_02_08_14_06_47.jpg,"[253, 256, 286, 273]",d5eeb639b18761a2ce96b7037585d895_lab,frites
190,473a56d9222dd34ce935c7dc8e84091f.jpeg,"[271, 257, 324, 344]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
191,227ce2b0207b023006346bf3176c4171.jpeg,"[74, 406, 77, 127]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
192,227ce2b0207b023006346bf3176c4171.jpeg,"[212, 375, 93, 225]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
193,c753cf764f785caac8f6229c04cdb474.jpeg,"[48, 199, 446, 387]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
194,ad716f141dea68c815d7b6e9595d38c2.jpeg,"[223, 273, 205, 289]",d5eeb639b18761a2ce96b7037585d895_lab,frites
195,230754_2018_04_20_18_05_29_515917.jpg,"[7, 207, 341, 312]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
196,8029_2017_02_18_14_10_56.jpg,"[245, 45, 328, 443]",6429aa7d7712a27511bc0061567e79cd_lab,pomme_d_t
197,21584_2017_02_07_21_41_31.jpg,"[338, 280, 161, 206]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
198,20597_2017_02_05_21_43_21.jpg,"[0, 94, 581, 507]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
199,302196_2018_04_23_10_17_24_075169.jpg,"[269, 122, 203, 322]",cbe874e634b5e1bc9a488a1ab28a0a97_lab,haricots
