,0,1,2,3
40,21704_2017_01_28_14_59_44.jpg,"[268, 83, 301, 206]",d5eeb639b18761a2ce96b7037585d895_lab,frites
46,20766_2017_01_27_20_18_40.jpg,"[157, 43, 211, 249]",d5eeb639b18761a2ce96b7037585d895_lab,frites
58,132610_2018_04_25_11_13_43_115194.jpg,"[0, 159, 317, 442]",d5eeb639b18761a2ce96b7037585d895_lab,frites
78,31034_2017_04_10_20_34_04.jpg,"[60, 164, 484, 349]",d5eeb639b18761a2ce96b7037585d895_lab,frites
93,1ac746a82920b0be8544c3bf6254e7a8.jpeg,"[216, 226, 385, 319]",d5eeb639b18761a2ce96b7037585d895_lab,frites
97,56100bdb6d7228ab02bcda19ed037974.jpeg,"[257, 219, 344, 374]",d5eeb639b18761a2ce96b7037585d895_lab,frites
98,28427_2017_03_12_12_51_09.jpg,"[117, 74, 484, 486]",d5eeb639b18761a2ce96b7037585d895_lab,frites
103,89defdbb3d5bc7dd7e1c09abd5b966aa.jpeg,"[171, 30, 310, 193]",d5eeb639b18761a2ce96b7037585d895_lab,frites
105,1d15c36c227b862d6e482bef7500f517.jpeg,"[81, 155, 116, 172]",d5eeb639b18761a2ce96b7037585d895_lab,frites
106,e932aca4dc8621d41104991fd67d45b5.jpeg,"[0, 153, 351, 407]",d5eeb639b18761a2ce96b7037585d895_lab,frites
107,e607ec2507d51a670c800fa6e06435c6.jpeg,"[49, 124, 275, 313]",d5eeb639b18761a2ce96b7037585d895_lab,frites
108,f367f1e6373e7d2c9c4c522ce7f21a89.jpeg,"[0, 151, 383, 316]",d5eeb639b18761a2ce96b7037585d895_lab,frites
109,57d479fec4c6bad27345f8c6fd7a4261.jpeg,"[15, 118, 400, 296]",d5eeb639b18761a2ce96b7037585d895_lab,frites
114,d1693de54dfbb5cfc163fbf0b1f73724.jpeg,"[68, 111, 243, 355]",d5eeb639b18761a2ce96b7037585d895_lab,frites
116,ff59d5ce2ac7126654e8c9c266a7a8a1.jpeg,"[144, 116, 356, 188]",d5eeb639b18761a2ce96b7037585d895_lab,frites
120,1822250fe0902b752ea6adac66d1e095.jpeg,"[301, 41, 300, 273]",d5eeb639b18761a2ce96b7037585d895_lab,frites
126,30d55169d348cfe845307b014424da4f.jpeg,"[312, 145, 132, 345]",d5eeb639b18761a2ce96b7037585d895_lab,frites
128,6465a95a7a5a8461cfdb174b53498711.jpeg,"[113, 40, 308, 477]",d5eeb639b18761a2ce96b7037585d895_lab,frites
129,305813_2018_04_26_11_03_13_381525.jpg,"[311, 165, 288, 331]",d5eeb639b18761a2ce96b7037585d895_lab,frites
133,28584_2017_03_12_16_59_41.jpg,"[344, 246, 257, 355]",d5eeb639b18761a2ce96b7037585d895_lab,frites
134,366080_2018_05_09_09_50_01_416936.jpg,"[0, 81, 601, 403]",d5eeb639b18761a2ce96b7037585d895_lab,frites
137,e5d0718f64443e2e0e23063f4f10076d.jpeg,"[132, 68, 318, 450]",d5eeb639b18761a2ce96b7037585d895_lab,frites
140,31522_2017_03_24_13_10_14.jpg,"[216, 221, 228, 153]",d5eeb639b18761a2ce96b7037585d895_lab,frites
141,31522_2017_03_24_13_10_14.jpg,"[302, 65, 95, 99]",d5eeb639b18761a2ce96b7037585d895_lab,frites
156,21649_2017_01_28_14_05_37.jpg,"[129, 214, 472, 387]",d5eeb639b18761a2ce96b7037585d895_lab,frites
157,b09a3660e97a1379278831a8c876475b.jpeg,"[292, 154, 250, 302]",d5eeb639b18761a2ce96b7037585d895_lab,frites
158,284532_2018_04_19_20_04_29_229643.jpg,"[260, 49, 303, 433]",d5eeb639b18761a2ce96b7037585d895_lab,frites
159,23628_2017_02_06_18_24_39.jpg,"[58, 331, 194, 165]",d5eeb639b18761a2ce96b7037585d895_lab,frites
160,23628_2017_02_06_18_24_39.jpg,"[253, 344, 218, 143]",d5eeb639b18761a2ce96b7037585d895_lab,frites
163,130_2016_08_19_16_28_17.jpg,"[83, 379, 291, 207]",d5eeb639b18761a2ce96b7037585d895_lab,frites
166,19901_2017_01_27_21_34_34.jpg,"[30, 122, 302, 207]",d5eeb639b18761a2ce96b7037585d895_lab,frites
178,57c5bb2cb4c6eb724237a2801ccd7700.jpeg,"[144, 213, 400, 210]",d5eeb639b18761a2ce96b7037585d895_lab,frites
187,21943_2017_01_28_20_20_43.jpg,"[126, 209, 289, 285]",d5eeb639b18761a2ce96b7037585d895_lab,frites
189,22957_2017_02_08_14_06_47.jpg,"[253, 256, 286, 273]",d5eeb639b18761a2ce96b7037585d895_lab,frites
194,ad716f141dea68c815d7b6e9595d38c2.jpeg,"[223, 273, 205, 289]",d5eeb639b18761a2ce96b7037585d895_lab,frites
201,23451_2017_02_06_13_23_17.jpg,"[285, 87, 277, 426]",d5eeb639b18761a2ce96b7037585d895_lab,frites
202,111448_2018_04_20_10_08_44_056962.jpg,"[103, 454, 206, 137]",d5eeb639b18761a2ce96b7037585d895_lab,frites
204,19808_2017_01_28_12_28_32.jpg,"[355, 409, 132, 185]",d5eeb639b18761a2ce96b7037585d895_lab,frites
206,fe3bf8fbc940d5c3ef84031830d05d28.jpeg,"[279, 158, 255, 283]",d5eeb639b18761a2ce96b7037585d895_lab,frites
209,79d2c7b549becadbc94834f7c59751d1.jpeg,"[204, 364, 206, 189]",d5eeb639b18761a2ce96b7037585d895_lab,frites
